"state_abbr","year","fiscal_year","leg_total","leg_sales","leg_income","leg_corporate","leg_cigarette_tobacco","leg_fuel","leg_alcohol","leg_others","leg_fees","gov_total","gov_sales","gov_income","gov_corporate","gov_cigarette_tobacco","gov_fuel","gov_alcohol","gov_others","gov_fees","personal_income","population","taxes_last_year","percent_change_personal_income","percent_change_population","estimated_imbalance","state","gov_party","house_dem_share","senate_dem_share","citizen_ideology","year_of_biennium","ranney_10yrs","change_in_gov_party","change_in_house_dem_share","change_in_senate_dem_share","change_in_citizen_ideology"
"ID",1988,1989,0.811239,0,0.175444,0,0,4.4591,0,0,0,2.13395,1.19065,0,2.81051,0,6.18461,0,0.165578,0,0.015,0.994422,0.91,8.33,0.07,37,"Idaho","Democrat",0.238095,0.380952,29.3214,"Second Year of Biennium",0.412598,"No Change",0,0,3.28001
"ID",1989,1990,0,0,0,0,0,0,0,0,0,0.382011,0,0.260747,1.19353,0,0,0,0,0,0.016,1,1,15.38,0.89,49,"Idaho","Democrat",0.238095,0.452381,20.9829,"First Year of Biennium",0.408966,"No Change",0,0.0714286,-8.33858
"ID",1990,1991,-0.0319579,-0.0648166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,1,1.1,6.67,0.56,22,"Idaho","Democrat",0.238095,0.452381,21.9268,"Second Year of Biennium",0.418341,"No Change",0,0,0.94397
"ID",1991,1992,0.439421,-0.297076,0,0,0,3.55946,0,0,0,1.69783,0,0,0,0,6.07962,0,2.02296,0,0.018,1.1,1.2,6.25,0,0,"Idaho","Democrat",0.333333,0.5,34.2759,"First Year of Biennium",0.427715,"No Change",0.0952381,0.047619,12.3491
"ID",1992,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,1.1,1.4,5.88,10,0,"Idaho","Democrat",0.333333,0.5,40.7253,"Second Year of Biennium",0.431036,"No Change",0,0,6.44936
"ID",1993,1994,-0.0502195,0,0,-0.289837,0,0,0,0,0,3.86559,4.72954,1.86248,0,0,0,0,0.358751,0,0.022,1.1,1.4,11.11,0,28,"Idaho","Democrat",0.285714,0.342857,35.1395,"First Year of Biennium",0.434357,"No Change",-0.047619,-0.157143,-5.58579
"ID",1994,1995,0.153797,0,0,-0.253607,1.14997,0,0,0.0694141,0,0,0,0,0,0,0,0,0,0,0.023,1.2,1.6,10,0,2,"Idaho","Democrat",0.285714,0.342857,22.9174,"Second Year of Biennium",0.417569,"No Change",0,0,-12.2221
"ID",1995,1996,-0.827145,-1.67761,0,0,0,0,0,0,0,-0.749042,-1.41633,0,0,0,0,0,0,0,0.025,1.2,1.7,4.55,9.09,1,"Idaho","Republican",0.185714,0.228571,19.8215,"First Year of Biennium",0.400781,"Change",-0.1,-0.114286,-3.09595
"ID",1996,1997,0,-0.0375254,0.0420141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,1.2,1.9,8.7,0,0,"Idaho","Republican",0.185714,0.228571,20.1246,"Second Year of Biennium",0.379095,"No Change",0,0,0.30313
"ID",1997,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,1.3,2,4,0,14,"Idaho","Republican",0.157143,0.142857,13.462,"First Year of Biennium",0.357408,"No Change",-0.0285714,-0.0857143,-6.66264
"ID",1998,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1.3,2.1,7.69,8.33,17,"Idaho","Republican",0.157143,0.142857,30.0422,"Second Year of Biennium",0.329682,"No Change",0,0,16.5803
"ID",1999,2000,-0.0207726,0,-0.0471704,0,0,0,0,0,0,-0.0188112,0,-0.0308156,0,0,0,0,0,0,0.032,1.3,2.2,7.14,0,8,"Idaho","Republican",0.171429,0.114286,25.2248,"First Year of Biennium",0.301955,"No Change",0.0142857,-0.0285714,-4.81749
"ID",2000,2001,-0.424774,0,-0.898052,-0.177525,0,0,0,0,0,-0.0159171,0,-0.0260747,0,0,0,0,0,0,0.034,1.3,2.4,6.67,0,180,"Idaho","Republican",0.171429,0.114286,17.7824,"Second Year of Biennium",0.264437,"No Change",0,0,-7.4424
"ID",2001,2002,-1.48727,0,-2.67113,-1.95082,0,0,0,0,0,-1.83659,0,-2.20632,-1.63946,0,0,0,-0.286541,0,0.035,1.3,2.6,6.25,0,0,"Idaho","Republican",0.128571,0.0857143,22.0582,"First Year of Biennium",0.226918,"No Change",-0.0428572,-0.0285714,4.27587
"ID",2002,2003,-0.047381,0,-0.107593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,1.4,2.3,2.94,0,0,"Idaho","Republican",0.128571,0.0882353,16.4462,"Second Year of Biennium",0.20301,"No Change",0,0.00252101,-5.61201
"ID",2003,2004,2.904,4.95988,0,0,2.59994,0,0,0,0,3.59866,6.28113,-0.124705,0,2.81853,0,0,0,0,0.04,1.4,2.3,2.86,7.69,72,"Idaho","Republican",0.228571,0.2,22.4634,"First Year of Biennium",0.179103,"No Change",0.1,0.111765,6.01715
"ID",2004,2005,-0.041914,0,-0.0214918,-0.0858362,0,0,0,-0.0555313,0,0,0,0,0,0,0,0,0,0,0.042,1.4,2.6,11.11,0,116,"Idaho","Republican",0.228571,0.2,18.9779,"Second Year of Biennium",0.177626,"No Change",0,0,-3.48548
"ID",2005,2006,-2.18195,-4.42541,0,0,0,0,0,0,0,-1.86615,-3.52862,0,0,0,0,0,0,0,0.046,1.5,2.9,5,0,116,"Idaho","Republican",0.185714,0.2,33.3172,"First Year of Biennium",0.176149,"No Change",-0.0428571,0,14.3394
"ID",2006,2007,0.0612354,0,0,0,0,0,2.81291,0,0,-0.00308074,-0.141747,0.0672896,0.165004,0,0,0,0,0,0.049,1.5,3.1,9.52,7.14,123,"Idaho","Republican",0.185714,0.2,23.1654,"Second Year of Biennium",0.180423,"No Change",0,0,-10.1519
"ID",2007,2008,-0.0110483,-0.022408,0,0,0,0,0,0,0,-0.200101,0,-0.327797,0,0,0,0,0,0,0.051,1.5,3.5,6.52,0,177,"Idaho","Republican",0.271429,0.2,31.6518,"First Year of Biennium",0.184696,"No Change",0.0857143,0,8.48643
"ID",2008,2009,0,0,0,0,0,0,0,0,0,-0.206493,0,-0.338267,0,0,0,0,0,0,0.048,1.6,3.7,4.08,0,58,"Idaho","Republican",0.271429,0.2,36.2552,"Second Year of Biennium",0.192866,"No Change",0,0,4.60345
"ID",2009,2010,0,0,0,0,0,0,0,0,0,0.397928,0,0,0,0,1.1725,0,0.156954,1.30201,0.05,1.6,3.2,-5.88,6.67,1,"Idaho","Republican",0.257143,0.2,27.6924,"First Year of Biennium",0.201037,"No Change",-0.0142857,0,-8.56285
"ID",2010,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,1.6,3,4.17,0,69,"Idaho","Republican",0.257143,0.2,19.7222,"Second Year of Biennium",0.206745,"No Change",0,0,-7.97017
"ID",2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,1.6,3.3,6.68,-1,69,"Idaho","Republican",0.185714,0.2,24.2631,"First Year of Biennium",NA,"No Change",-0.0714286,0,4.54084
"IL",1987,1988,0.0281229,0,0,0,0,0,0,0.0888501,0,0,0,0,0,0,0,0,0,0,0.21,11,10,5.26,0,200,"Illinois","Republican",0.567797,0.525424,53.4276,"First Year of Biennium",0.489907,NA,NA,NA,NA
"IL",1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,11,11,5,0,251,"Illinois","Republican",0.567797,0.525424,58.4194,"Second Year of Biennium",0.483795,"No Change",0,0,4.99176
"IL",1989,1990,2.92947,0.0950644,4.25743,2.02886,1.76329,3.20351,0,0,0,0.477514,0,0,0,3.35307,0,0,0,0,0.24,11,12,4.76,0,395,"Illinois","Republican",0.567797,0.525424,53.5443,"First Year of Biennium",0.477683,"No Change",0,0,-4.87508
"IL",1990,1991,0,0,0,0,0,0,0,0,0,0.538734,0,0,0,1.37562,0,0,0.901478,0,0.24,12,13,9.09,0,100,"Illinois","Republican",0.567797,0.525424,51.4738,"Second Year of Biennium",0.483276,"No Change",0,0,-2.07055
"IL",1991,1992,0.378578,0.603293,0.202637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,12,13,0,9.09,110,"Illinois","Republican",0.61017,0.525424,50.7136,"First Year of Biennium",0.48887,"No Change",0.0423729,0,-0.76019
"IL",1992,1993,0.129798,0,0.264043,0.0780329,0,0,0,0,0,0.293855,0.0463032,0,0.262314,0.171952,0,7.67146,0,0,0.27,12,13,8.33,0,200,"Illinois","Republican",0.61017,0.525424,57.4349,"Second Year of Biennium",0.485384,"No Change",0,0,6.72131
"IL",1993,1994,-0.110483,0,0,0,1.8071,0,0,0.0793304,-2.41129,0,0,0,0,0,0,0,0,0,0.29,12,14,3.85,0,200,"Illinois","Republican",0.567797,0.457627,51.6355,"First Year of Biennium",0.481899,"No Change",-0.0423729,-0.0677966,-5.79939
"IL",1994,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,12,16,7.41,0,200,"Illinois","Republican",0.567797,0.457627,47.1179,"Second Year of Biennium",0.460801,"No Change",0,0,-4.51758
"IL",1995,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,12,17,3.45,0,300,"Illinois","Republican",0.457627,0.440678,47.6936,"First Year of Biennium",0.439703,"No Change",-0.110169,-0.0169491,0.57568
"IL",1996,1997,0.101555,0,0,0,0,0,0,0.320848,0,0.118494,0,0,0,0,0,0,0.311582,0,0.34,12,18,6.67,0,475,"Illinois","Republican",0.457627,0.440678,52.8507,"Second Year of Biennium",0.442906,"No Change",0,0,5.15714
"IL",1997,1998,-0.296031,0,0,0,0,0,0,-0.935264,0,-0.251323,0,0,0,0,0,0,-0.660858,0,0.37,12,19,6.25,0,775,"Illinois","Republican",0.508475,0.474576,59.9339,"First Year of Biennium",0.44611,"No Change",0.0508475,0.0338983,7.08319
"IL",1998,1999,-0.210922,0,-0.383169,-0.21303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,12,20,8.82,0,1100,"Illinois","Republican",0.508475,0.474576,54.3597,"Second Year of Biennium",0.452603,"No Change",0,0,-5.57418
"IL",1999,2000,0.736553,0,-0.456153,-0.202886,0,0,6.1517,0,4.92306,-0.37898,0,-0.521495,-0.341008,0,0,0,0,0,0.41,12,21,2.7,0,1350,"Illinois","Republican",0.525424,0.457627,58.1471,"First Year of Biennium",0.459096,"No Change",0.0169491,-0.0169492,3.7873
"IL",2000,2001,-0.5808,-0.464989,-0.659439,-0.352845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,12,23,7.89,0,1200,"Illinois","Republican",0.525424,0.457627,54.3893,"Second Year of Biennium",0.455155,"No Change",0,0,-3.75774
"IL",2001,2002,0,0,0,0,0,0,0,0,0,-0.0484435,0,-0.0793579,0,0,0,0,0,0,0.42,13,23,2.44,0,650,"Illinois","Republican",0.525424,0.457627,58.6502,"First Year of Biennium",0.451214,"No Change",0,0,4.26085
"IL",2002,2003,0.591221,0,0,0,2.50903,0,0,0.706762,0,0,0,0,0,0,0,0,0,0,0.44,13,22,0,8.33,275,"Illinois","Republican",0.525424,0.457627,55.3886,"Second Year of Biennium",0.467095,"No Change",0,0,-3.26155
"IL",2003,2004,1.32625,0.256026,0,0.48877,0,0.0291228,1.76162,1.31256,3.93205,0.810327,0.711385,0,0.503762,0,0,0,0.913185,0,0.46,13,22,4.76,0,346,"Illinois","Democrat",0.559322,0.551724,57.445,"First Year of Biennium",0.482975,"Change",0.0338983,0.094097,2.05635
"IL",2004,2005,0.2783,0.0178246,0.232828,0.634018,0,0,0,0,0.307691,0.636686,0.245793,0,1.56295,0,0.642703,0,0.108124,0.618453,0.47,13,24,4.55,0,182,"Illinois","Democrat",0.559322,0.551724,60.5017,"Second Year of Biennium",0.517308,"No Change",0,0,3.05676
"IL",2005,2006,0,0,0,0,0,0,0,0,0,0.379563,0.150485,0,0.118041,1.37562,0,0,0.238248,0,0.5,13,26,2.17,0,507,"Illinois","Democrat",0.550848,0.534483,61.7026,"First Year of Biennium",0.551642,"No Change",-0.00847454,-0.0172414,1.2009
"IL",2006,2007,0,0,0,0,0,0,0,0,0,-0.0125063,0,-0.167623,0.0608943,0,0.513666,0,0,0,0.53,13,28,6.38,0,691,"Illinois","Democrat",0.550848,0.534483,59.0658,"Second Year of Biennium",0.574446,"No Change",0,0,-2.63683
"IL",2007,2008,0,0,0,0,0,0,0,0,0,2.9712,0.0100324,0.0469345,14.777,0,0,0,0.502252,0,0.55,13,30,6,0,716,"Illinois","Democrat",0.559322,0.627119,69.5147,"First Year of Biennium",0.597251,"No Change",0.00847454,0.0926358,10.4489
"IL",2008,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,13,32,3.77,0,141,"Illinois","Democrat",0.567797,0.627119,67.279,"Second Year of Biennium",0.617613,"No Change",0.00847456,0,-2.2357
"IL",2009,2010,0,0,0,0,0,0,0,0,0,4.83003,0.195112,5.21495,2.76334,2.85204,0,0,1.70304,0,0.54,13,29,-3.64,0,280,"Illinois","Democrat",0.59322,0.627119,63.701,"First Year of Biennium",0.637975,"No Change",0.0254238,0,-3.578
"IL",2010,2011,3.89201,0,8.26778,1.30426,0,0,0,0,0,0.250126,0,0,0,0,0,0,0.657711,0,0.57,13,28,1.89,0,971,"Illinois","Democrat",0.59322,0.627119,56.4847,"Second Year of Biennium",0.654856,"No Change",0,0,-7.21632
"IL",2011,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,13,31,5.16,-1.11,469,"Illinois","Democrat",0.542373,0.59322,61.0688,"First Year of Biennium",NA,"No Change",-0.0508475,-0.0338982,4.58416
"IN",1987,1988,2.1971,0,3.32612,2.91648,1.58121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,5.5,4.8,5.33,0,154,"Indiana","Republican",0.48,0.4,47.4296,"First Year of Biennium",0.31131,NA,NA,NA,NA
"IN",1988,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,5.5,5.3,7.59,0,208,"Indiana","Republican",0.48,0.4,52.3413,"Second Year of Biennium",0.32895,"No Change",0,0,4.91176
"IN",1989,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,5.6,5.9,8.24,0,372,"Indiana","Democrat",0.5,0.48,47.2707,"First Year of Biennium",0.34659,"Change",0.02,0.08,-5.07068
"IN",1990,1991,-0.00864435,0,0,-0.0498899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5.6,6.1,5.43,1.82,74,"Indiana","Democrat",0.49,0.48,43.9182,"Second Year of Biennium",0.370123,"No Change",-0.01,0,-3.35243
"IN",1991,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,5.7,6.2,3.09,0,52,"Indiana","Democrat",0.52,0.48,46.1481,"First Year of Biennium",0.393655,"No Change",0.03,0,2.22988
"IN",1992,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,5.7,7,10,1.79,0,"Indiana","Democrat",0.52,0.48,49.8863,"Second Year of Biennium",0.414268,"No Change",0,0,3.73815
"IN",1993,1994,0.611368,0,0,3.52845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,5.8,6.9,0,0,0,"Indiana","Democrat",0.55,0.44,46.3618,"First Year of Biennium",0.43488,"No Change",0.03,-0.04,-3.52449
"IN",1994,1995,0.060933,0,0,0,0,0,0,0,0.365713,0,0,0,0,0,0,0,0,0,0.13,5.9,7.5,9.09,1.75,182,"Indiana","Democrat",0.55,0.44,35.4869,"Second Year of Biennium",0.450143,"No Change",0,0,-10.8749
"IN",1995,1996,0,0,0,0,0,0,0,0,0,-0.198964,0,0,0,0,0,0,-0.523179,0,0.13,5.9,8,8.33,1.72,1030,"Indiana","Democrat",0.43,0.38,34.9606,"First Year of Biennium",0.465405,"No Change",-0.12,-0.06,-0.52633
"IN",1996,1997,-0.627744,0,0,0,0,0,0,-1.85104,-0.1281,-0.757959,0,-0.372496,0,0,0,0,-1.39514,0,0.14,6,8.4,0,0,958,"Indiana","Democrat",0.43,0.38,38.2028,"Second Year of Biennium",0.479145,"No Change",0,0,3.24218
"IN",1997,1998,-0.212467,0,-0.429837,-0.122623,0,0,0,0,0,-0.349827,0,-0.573071,0,0,0,0,0,0,0.15,6,9.1,7.69,1.69,1005,"Indiana","Democrat",0.5,0.38,40.2987,"First Year of Biennium",0.492885,"No Change",0.07,0,2.09589
"IN",1998,1999,-0.208604,0,-0.377204,-0.267541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,6,9.1,7.14,0,1366,"Indiana","Democrat",0.5,0.38,41.9576,"Second Year of Biennium",0.490943,"No Change",0,0,1.65893
"IN",1999,2000,-0.434891,0,-0.337412,0,0,0,0,-0.91598,0,-0.269115,0,-0.440851,0,0,0,0,0,0,0.17,6.1,9.7,6.67,0,1076,"Indiana","Democrat",0.53,0.38,48.9631,"First Year of Biennium",0.489,"No Change",0.03,0,7.00547
"IN",2000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,6.1,10,6.25,1.67,392,"Indiana","Democrat",0.53,0.38,38.936,"Second Year of Biennium",0.487347,"No Change",0,0,-10.0271
"IN",2001,2002,-0.0207407,-0.0370751,-0.00558788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,6.2,10,0,0,16,"Indiana","Democrat",0.53,0.36,46.1267,"First Year of Biennium",0.485695,"No Change",0,-0.02,7.19067
"IN",2002,2003,3.51537,2.78063,0.0726424,-0.872408,6.20985,0,0,4.10932,0,0.0127337,0,0,0,0,0,0,0,0.104161,0.18,6.2,10,5.88,1.64,0,"Indiana","Democrat",0.530612,0.36,42.8212,"Second Year of Biennium",0.483463,"No Change",0.000612245,0,-3.3055
"IN",2003,2004,0.00639158,0,0,0,0,0,0,0,0.0383615,0,0,0,0,0,0,0,0,0,0.19,6.2,11,0,0,2,"Indiana","Democrat",0.51,0.36,46.099,"First Year of Biennium",0.48123,"No Change",-0.0206122,0,3.27782
"IN",2004,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6.3,12,5.56,0,132,"Indiana","Democrat",0.51,0.36,45.9883,"Second Year of Biennium",0.466378,"No Change",0,0,-0.11069
"IN",2005,2006,0.154135,-0.148081,0,0,0,0,0,0,1.36331,0.661173,-0.106497,1.16333,0,0,0,0,0,0,0.21,6.3,13,5.26,1.61,135,"Indiana","Republican",0.48,0.34,49.6613,"First Year of Biennium",0.451525,"Change",-0.03,-0.02,3.67302
"IN",2006,2007,0.10295,-0.0458346,-0.00798268,0.463739,0,0,0,0,0.286341,0.100051,-0.0343966,-0.00521495,0.389724,0,0,0,0,0.390602,0.21,6.4,14,5,0,128,"Indiana","Republican",0.48,0.34,52.7064,"Second Year of Biennium",0.449195,"No Change",0,0,3.04506
"IN",2007,2008,0.0878842,0.0865765,-0.108336,-0.104341,0.72284,0,0,0,0,-0.0131885,0,-0.0216048,0,0,0,0,0,0,0.22,6.4,14,0,1.59,938,"Indiana","Republican",0.51,0.34,53.2075,"First Year of Biennium",0.446865,"No Change",0.03,0,0.50111
"IN",2008,2009,-0.679638,4.2779,-0.101114,0,0,0,0,-8.88501,0.0407911,-1.65538,3.73204,0,0,0,0,0,-9.48698,0,0.22,6.5,15,4.76,0,905,"Indiana","Republican",0.51,0.34,50.4316,"Second Year of Biennium",0.442738,"No Change",0,0,-2.77586
"IN",2009,2010,-0.0726509,-0.00712983,-0.00904704,-0.37872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,6.5,15,0,1.56,319,"Indiana","Republican",0.52,0.34,48.2239,"First Year of Biennium",0.43861,"No Change",0.01,0,-2.20774
"IN",2010,2011,-0.00828622,0,-0.0188163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,6.5,14,0,0,1124,"Indiana","Republican",0.52,0.34,40.4287,"Second Year of Biennium",0.416193,"No Change",0,0,-7.79519
"IN",2011,2012,-0.00679638,0,0,-0.0392246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,6.5,15,7.72,0.25,1124,"Indiana","Republican",0.4,0.26,39.5053,"First Year of Biennium",NA,"No Change",-0.12,-0.08,-0.92343
"IA",1987,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,2.8,2.7,5.13,0,0,"Iowa","Republican",0.58,0.6,54.3258,"First Year of Biennium",0.45014,NA,NA,NA,NA
"IA",1988,1989,0.853732,0,0,0,1.64282,3.66115,0,0,0,0.443406,0,0,0.365366,2.39505,0.0744444,0.944078,0,0,0.046,2.8,2.8,2.44,0,47,"Iowa","Republican",0.58,0.6,61.0333,"Second Year of Biennium",0.472583,"No Change",0,0,6.7075
"IA",1989,1990,-0.0768987,0,0,0,-0.503113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,2.8,3.2,9.52,0,71,"Iowa","Republican",0.61,0.6,49.6454,"First Year of Biennium",0.495025,"No Change",0.03,0,-11.3879
"IA",1990,1991,-0.0756337,0,-0.171749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,2.8,3.3,4.35,0,18,"Iowa","Republican",0.61,0.6,49.977,"Second Year of Biennium",0.513223,"No Change",0,0,0.33151
"IA",1991,1992,0.196447,0,0.0798268,0.0179017,0.879391,0,0,0.0685975,0,0.262165,0,0,0,1.70941,0,0.848156,0,0,0.053,2.8,3.4,4.17,0,8,"Iowa","Republican",0.55,0.56,50.0216,"First Year of Biennium",0.53142,"No Change",-0.06,-0.04,0.04463
"IA",1992,1993,2.24593,4.35712,-0.288264,0,0,0,0,0.524462,0,0.857757,0.158846,0,0,1.36607,0,0,1.53466,0,0.053,2.8,3.6,6,0,90,"Iowa","Republican",0.55,0.58,53.0423,"Second Year of Biennium",0.526223,"No Change",0,0.02,3.02073
"IA",1993,1994,0.0495757,0,0,0,0,0,0,0,0.297548,0,0,0,0,0,0,0,0,0,0.058,2.9,3.9,0,0,2,"Iowa","Republican",0.49,0.54,46.2712,"First Year of Biennium",0.521025,"No Change",-0.06,-0.04,-6.77112
"IA",1994,1995,0.0162907,0,0,0,0,0,0,0,0.0977751,0,0,0,0,0,0,0,0,0,0.06,2.9,4.1,9.43,3.57,178,"Iowa","Republican",0.49,0.54,42.3716,"Second Year of Biennium",0.512875,"No Change",0,0,-3.89961
"IA",1995,1996,-0.383495,0,-0.834553,0,0,0,0,-0.050483,0,0,0,0,0,0,0,0,0,0,0.066,2.9,4.4,3.45,0,188,"Iowa","Republican",0.36,0.54,42.8802,"First Year of Biennium",0.504725,"No Change",-0.13,0,0.50856
"IA",1996,1997,-0.0399474,0,-0.0907123,0,0,0,0,0,0,-0.159171,0,-0.0592608,-0.310007,0,0,0,-0.16932,0,0.069,2.9,4.4,10,0,346,"Iowa","Republican",0.36,0.54,41.2582,"Second Year of Biennium",0.483278,"No Change",0,0,-1.62199
"IA",1997,1998,-0.972336,-0.0606794,-1.69844,-0.215836,0,0,0,-0.448977,0,-1.49012,-0.051229,-2.21913,0,0,0,0,-0.320586,0,0.072,2.9,4.7,4.55,0,367,"Iowa","Republican",0.46,0.42,40.772,"First Year of Biennium",0.46183,"No Change",0.1,-0.12,-0.48616
"IA",1998,1999,-0.629837,-0.222807,-1.18077,0,0,0,0,0,0,-0.331607,-0.0501618,-0.499766,0,0,0,0,0,0,0.075,2.9,4.8,4.35,0,331,"Iowa","Republican",0.46,0.44,42.5822,"Second Year of Biennium",0.453802,"No Change",0,0.02,1.81016
"IA",1999,2000,-0.0416105,-0.0843939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,2.9,4.9,4.17,0,114,"Iowa","Democrat",0.44,0.4,48.3389,"First Year of Biennium",0.445775,"Change",-0.02,-0.04,5.75676
"IA",2000,2001,-0.0743635,-0.0411336,-0.128951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,2.9,5.2,6.67,0,8,"Iowa","Democrat",0.44,0.4,38.673,"Second Year of Biennium",0.442493,"No Change",0,0,-9.66592
"IA",2001,2002,0,0,0,0,0,0,0,0,0,0.0391806,0,0,0,0,0,0,0,0.320494,0.085,2.9,5.2,2.5,0,3,"Iowa","Democrat",0.44,0.4,51.1815,"First Year of Biennium",0.43921,"No Change",0,0,12.5085
"IA",2002,2003,0.0217953,0,0,0,0,0,0,0,0.130813,0.0235574,0,0,0,0,0,0,0,0.192697,0.086,2.9,5,3.66,0,1,"Iowa","Democrat",0.44,0.4,41.531,"Second Year of Biennium",0.439245,"No Change",0,0,-9.65054
"IA",2003,2004,0,0,0,0,0,0,0,0,0,0.350827,0.331682,0,0.869919,0,0,0,0,0.138172,0.093,3,4.9,1.18,0,20,"Iowa","Democrat",0.46,0.42,47.8546,"First Year of Biennium",0.43928,"No Change",0.02,0.02,6.32363
"IA",2004,2005,-0.4259,-0.863806,0,0,0,0,0,0,0,1.53049,1.62061,0,0,4.72869,0,0,0,0.0100154,0.095,3,5.2,8.14,3.45,61,"Iowa","Democrat",0.47,0.42,51.1718,"Second Year of Biennium",0.444518,"No Change",0.01,0,3.31723
"IA",2005,2006,0.00545488,0,0,-0.104941,0,0,0,0,0.141871,0.8233,0,0,0.734931,5.01034,0,0,0,0,0.1,3,5.8,2.15,0,203,"Iowa","Democrat",0.49,0.5,50.2587,"First Year of Biennium",0.449755,"No Change",0.02,0.08,-0.91317
"IA",2006,2007,0,0,0,0,0,0,0,0,0,0.939372,0,0,0.698787,4.76393,0,1.45762,0,0.640331,0.11,3,6.1,5.26,0,260,"Iowa","Democrat",0.49,0.5,52.4761,"Second Year of Biennium",0.484418,"No Change",0,0,2.21745
"IA",2007,2008,0.648991,0,-0.122811,0,4.59989,0,0,0,0,0.783613,0,-0.0505449,0.655785,4.81467,0,0,0,0.0600926,0.12,3,6.5,10,0,55,"Iowa","Democrat",0.54,0.6,55.4658,"First Year of Biennium",0.51908,"No Change",0.05,0.1,2.98972
"IA",2008,2009,0.000509474,0,0,0,0,0,0,0,0.0030578,0.507503,0,0,1.8533,0,0,0,0,1.32088,0.11,3,6.9,9.09,0,30,"Iowa","Democrat",0.53,0.6,56.9516,"Second Year of Biennium",0.541072,"No Change",-0.01,0,1.4858
"IA",2009,2010,0.175768,0,0,0.521706,0,0,0,0,0.5124,0.127337,0,0,0.682016,0,0,0,0,0,0.12,3.1,7,-8.33,0,102,"Iowa","Democrat",0.56,0.64,53.3074,"First Year of Biennium",0.563065,"No Change",0.03,0.04,-3.64426
"IA",2010,2011,0,0,0,0,0,0,0,0,0,0.163853,0,-0.0674876,1.32893,0,0,0,0,-0.340819,0.13,3.1,6.8,9.09,3.33,482,"Iowa","Democrat",0.56,0.64,48.0927,"Second Year of Biennium",0.563083,"No Change",0,0,-5.21472
"IA",2011,2012,-0.156239,0,-0.321525,-0.1578,0,0,0.560702,0,0,0.1857,0,-0.0869158,-3.31536,0,0,0,2.20898,0,0.14,3.1,7.2,8.92,-1.16,555,"Iowa","Republican",0.4,0.52,42.5024,"First Year of Biennium",NA,"Change",-0.16,-0.12,-5.59028
"KS",1987,1988,0.0937431,0,0,0,0,0,0,0.296167,0,-0.0257706,0,0,0,0,0,0,-0.0677642,0,0.041,2.5,2.1,5.56,0,146,"Kansas","Republican",0.408,0.4,35.7723,"First Year of Biennium",0.43817,NA,NA,NA,NA
"KS",1988,1989,-0.922784,-0.386199,-1.6298,-0.0845357,0,0,0,0,0,-0.3714,-0.18309,-0.456308,0.0710433,0,0,0,0,0,0.042,2.5,2.4,5.26,4.17,327,"Kansas","Republican",0.408,0.4,44.1582,"Second Year of Biennium",0.424692,"No Change",0,0,8.38596
